57.323	27.54580806	137.9654043	21.8679
158.934	27.54580806	137.9654043	20.5102
260.595	27.54580806	137.9654043	18.0056
362.306	27.54580806	137.9654043	16.2028
464.067	27.54580806	137.9654043	13.3088
565.877	27.54580806	137.9654043	10.3384
667.737	27.54580806	137.9654043	8.0438
769.647	27.54580806	137.9654043	5.8363
871.606	27.54580806	137.9654043	5.0594
973.614	27.54580806	137.9654043	4.5182
1075.672	27.54580806	137.9654043	4.1553
1177.779	27.54580806	137.9654043	4.0715
1253.633	27.54580806	137.9654043	3.9223
1151.489	27.54580806	137.9654043	4.0893
1049.395	27.54580806	137.9654043	4.2129
947.35	27.54580806	137.9654043	4.6421
845.354	27.54580806	137.9654043	5.2703
743.408	27.54580806	137.9654043	5.984
641.511	27.54580806	137.9654043	8.3048
539.664	27.54580806	137.9654043	10.7955
437.866	27.54580806	137.9654043	13.6416
336.118	27.54580806	137.9654043	16.5648
234.42	27.54580806	137.9654043	18.5336
132.772	27.54580806	137.9654043	20.661
31.174	27.54580806	137.9654043	22.5322
63.358	26.79103333	136.897	21.7327
164.972	26.79103333	136.897	20.3934
266.636	26.79103333	136.897	17.5784
368.35	26.79103333	136.897	14.3158
470.113	26.79103333	136.897	11.3579
571.927	26.79103333	136.897	8.6543
673.79	26.79103333	136.897	6.6318
775.702	26.79103333	136.897	5.4175
877.664	26.79103333	136.897	4.7231
979.676	26.79103333	136.897	4.4362
924.119	26.79103333	136.897	4.4335
822.134	26.79103333	136.897	5.1536
720.199	26.79103333	136.897	6.1555
618.314	26.79103333	136.897	7.5823
516.478	26.79103333	136.897	10.0332
414.691	26.79103333	136.897	12.6487
312.955	26.79103333	136.897	16.5645
211.268	26.79103333	136.897	19.2419
109.631	26.79103333	136.897	20.6886
8.044	26.79103333	136.897	21.6918
66.375	26.79021167	136.8963333	21.0441
167.991	26.79021167	136.8963333	20.2211
269.656	26.79021167	136.8963333	17.691
371.372	26.79021167	136.8963333	14.8322
473.137	26.79021167	136.8963333	11.6703
574.952	26.79021167	136.8963333	8.9229
676.816	26.79021167	136.8963333	6.5581
778.73	26.79021167	136.8963333	5.6828
880.693	26.79021167	136.8963333	5.262
982.706	26.79021167	136.8963333	4.6595
915.029	26.79021167	136.8963333	4.9491
813.049	26.79021167	136.8963333	5.5462
711.118	26.79021167	136.8963333	6.102
609.237	26.79021167	136.8963333	8.3409
507.406	26.79021167	136.8963333	10.4208
405.624	26.79021167	136.8963333	13.1434
303.892	26.79021167	136.8963333	16.8869
202.209	26.79021167	136.8963333	19.4289
100.577	26.79021167	136.8963333	20.6957
67.381	25.7919	135.8967	21.0271
168.997	25.7919	135.8967	19.7367
270.663	25.7919	135.8967	17.7027
372.379	25.7919	135.8967	14.4945
474.145	25.7919	135.8967	11.3599
575.96	25.7919	135.8967	8.6068
677.825	25.7919	135.8967	6.5446
779.739	25.7919	135.8967	5.6075
881.703	25.7919	135.8967	4.9924
983.717	25.7919	135.8967	4.6343
895.841	25.7919	135.8967	4.938
793.87	25.7919	135.8967	5.6764
691.949	25.7919	135.8967	6.2789
590.077	25.7919	135.8967	8.3197
488.255	25.7919	135.8967	10.5393
386.482	25.7919	135.8967	13.632
284.759	25.7919	135.8967	17.0579
183.086	25.7919	135.8967	19.5924
81.464	25.7919	135.8967	20.8734
67.381	27.7949	134.8967	20.8571
168.997	27.7949	134.8967	19.9257
270.663	27.7949	134.8967	16.5806
372.379	27.7949	134.8967	13.7727
474.145	27.7949	134.8967	10.6703
575.96	27.7949	134.8967	8.2333
677.825	27.7949	134.8967	6.333
779.739	27.7949	134.8967	5.3825
881.703	27.7949	134.8967	4.8737
983.717	27.7949	134.8967	4.7258
918.059	27.7949	134.8967	4.8236
816.077	27.7949	134.8967	5.1369
714.145	27.7949	134.8967	5.8096
612.263	27.7949	134.8967	7.4758
510.43	27.7949	134.8967	9.7146
408.646	27.7949	134.8967	12.3742
306.913	27.7949	134.8967	15.2765
205.229	27.7949	134.8967	18.4633
103.595	27.7949	134.8967	20.6441
2.011	27.7949	134.8967	23.4871
62.352	25.79809	126.8966533	21.2992
163.965	25.79809	126.8966533	19.9719
265.629	25.79809	126.8966533	16.9841
367.342	25.79809	126.8966533	13.9724
469.106	25.79809	126.8966533	10.9937
570.918	25.79809	126.8966533	8.7641
672.781	25.79809	126.8966533	7.0239
774.693	25.79809	126.8966533	5.3306
876.654	25.79809	126.8966533	4.6558
978.665	25.79809	126.8966533	4.353
965.532	25.79809	126.8966533	4.4141
863.528	25.79809	126.8966533	4.7289
761.573	25.79809	126.8966533	5.7458
659.667	25.79809	126.8966533	7.2746
557.811	25.79809	126.8966533	9.1218
