0.0	0.0	0.0	0.6389837813444964
0.05	0.0	0.0	0.6439280375445766
0.1	0.0	0.0	0.6454416821469581
0.15	0.0	0.0	0.6399269443343752
0.2	0.0	0.0	0.6237488684881116
0.25	0.0	0.0	0.5949055284903
0.3	0.0	0.0	0.5541717091168229
0.35	0.0	0.0	0.5050013118292379
0.4	0.0	0.0	0.45223745791261893
0.45	0.0	0.0	0.40040515027911844
0.5	0.0	0.0	0.3524984605279954
0.55	0.0	0.0	0.3097027581225079
0.6	0.0	0.0	0.2718699372976053
0.65	0.0	0.0	0.23824759883119576
0.7	0.0	0.0	0.20804688730440704
0.75	0.0	0.0	0.18070390623061905
0.8	0.0	0.0	0.15590238486024932
0.85	0.0	0.0	0.13349040983572255
0.9	0.0	0.0	0.11338829150674455
0.95	0.0	0.0	0.09552665698789652
1.0	0.0	0.0	0.07981663781594978
1.05	0.0	0.0	0.0661414248969044
1.1	0.0	0.0	0.054358895795017716
0.0	0.05	0.0	0.6308400311490213
0.05	0.05	0.0	0.6453713981744231
0.1	0.05	0.0	0.6571611788389199
0.15	0.05	0.0	0.6606190300841742
0.2	0.05	0.0	0.6500548708460563
0.25	0.05	0.0	0.6221794235453734
0.3	0.05	0.0	0.5778206855605029
0.35	0.05	0.0	0.5217901386044371
0.4	0.05	0.0	0.4609711181632368
0.45	0.05	0.0	0.40178401127388264
0.5	0.05	0.0	0.34838742396378863
0.55	0.05	0.0	0.30227170403326076
0.6	0.05	0.0	0.26297322829066794
0.65	0.05	0.0	0.22916547474281596
0.7	0.05	0.0	0.19950790068750374
0.75	0.05	0.0	0.17303650449137398
0.8	0.05	0.0	0.14919699078596124
0.85	0.05	0.0	0.12771846235407774
0.9	0.05	0.0	0.1084723660050016
0.95	0.05	0.0	0.09137527311122376
1.0	0.05	0.0	0.07633886260407224
1.05	0.05	0.0	0.06325175536035813
1.1	0.05	0.0	0.05197829850096585
0.0	0.1	0.0	0.6248671221845828
0.05	0.1	0.0	0.6494534844343393
0.1	0.1	0.0	0.6720057966901514
0.15	0.1	0.0	0.6848336413537608
0.2	0.1	0.0	0.6800812467891466
0.25	0.1	0.0	0.6531038521131018
0.3	0.1	0.0	0.6047883358663247
0.35	0.1	0.0	0.5413811842424521
0.4	0.1	0.0	0.4719209471080929
0.45	0.1	0.0	0.40483046821739854
0.5	0.1	0.0	0.3454997000252897
0.55	0.1	0.0	0.2957431817115385
0.6	0.1	0.0	0.25476618436603427
0.65	0.1	0.0	0.2206373200221162
0.7	0.1	0.0	0.19143396277733776
0.75	0.1	0.0	0.16576948299199687
0.8	0.1	0.0	0.14283812063887788
0.85	0.1	0.0	0.12224376559835566
0.9	0.1	0.0	0.10380735671314234
0.95	0.1	0.0	0.08743201808586203
1.0	0.1	0.0	0.07303114456256032
1.05	0.1	0.0	0.060499549431788244
1.1	0.1	0.0	0.04970809989246029
0.0	0.15	0.0	0.6169926419991923
0.05	0.15	0.0	0.6501290698866852
0.1	0.15	0.0	0.6818495454996681
0.15	0.15	0.0	0.702689073150826
0.2	0.15	0.0	0.7029615438937884
0.25	0.15	0.0	0.6768754620903428
0.3	0.15	0.0	0.6253646592401545
0.35	0.15	0.0	0.5558841437762932
0.4	0.15	0.0	0.4792890776078726
0.45	0.15	0.0	0.4056902512486627
0.5	0.15	0.0	0.3415149049665767
0.55	0.15	0.0	0.28884911917331046
0.6	0.15	0.0	0.24661617506603092
0.65	0.15	0.0	0.21237096203574687
0.7	0.15	0.0	0.18369586868400908
0.75	0.15	0.0	0.15884406311466145
0.8	0.15	0.0	0.13679520192774222
0.85	0.15	0.0	0.11704700414745067
0.9	0.15	0.0	0.09937915219126653
0.95	0.15	0.0	0.08368594892995253
1.0	0.15	0.0	0.06988491122702815
1.05	0.15	0.0	0.057878119127266696
1.1	0.15	0.0	0.04754309575058108
0.0	0.2	0.0	0.6030263856084724
0.05	0.2	0.0	0.6411761544273368
0.1	0.2	0.0	0.6783274287549348
0.15	0.2	0.0	0.7040120573625274
0.2	0.2	0.0	0.707508175053861
0.25	0.2	0.0	0.6823714335439472
0.3	0.2	0.0	0.6295525331339105
0.35	0.2	0.0	0.5571754719960996
0.4	0.2	0.0	0.47710615480924123
0.45	0.2	0.0	0.40039446912973903
0.5	0.2	0.0	0.33404204760403927
0.55	0.2	0.0	0.2802797598343565
0.6	0.2	0.0	0.23786475872091223
0.65	0.2	0.0	0.204055271165277
0.7	0.2	0.0	0.17614743004321842
0.75	0.2	0.0	0.15218478971099808
0.8	0.2	0.0	0.13102158259140853
0.85	0.2	0.0	0.1120944511165388
0.9	0.2	0.0	0.09516188101109932
0.95	0.2	0.0	0.08011745185337821
1.0	0.2	0.0	0.06688583655520115
1.05	0.2	0.0	0.05537735614488679
1.1	0.2	0.0	0.04547627633614826
0.0	0.25	0.0	0.580349908480374
0.05	0.25	0.0	0.6187149572769238
0.1	0.25	0.0	0.6562293956858795
0.15	0.25	0.0	0.6824702354858789
0.2	0.25	0.0	0.6867595842515645
0.25	0.25	0.0	0.6626711463208254
0.3	0.25	0.0	0.6111310624749199
0.35	0.25	0.0	0.5401982680726471
0.4	0.25	0.0	0.46165318350124684
0.45	0.25	0.0	0.38646596517823717
0.5	0.25	0.0	0.32158252967908313
0.55	0.25	0.0	0.26920561817734895
0.6	0.25	0.0	0.22808370279436066
0.65	0.25	0.0	0.19547413639138647
0.7	0.25	0.0	0.16867193267608155
0.75	0.25	0.0	0.14571731313649064
